AJUBA	4168
AK1	2192
AK2	5970
AK3	4219
AK4	6845
AK5	3280
AK6	3252
AK7	3283
AK8	1579
AK9	6317
AKAIN1	3065
AKAP1	3909
AKAP10	4063
AKAP11	9915
AKAP12	8466
AKAP13	13327
AKAP14	921
AKAP17A	6398
AKAP3	3334
AKAP4	2866
AKAP5	6487
AKAP6	14984
AKAP7	3150
AKAP8	3665
AKAP8L	2078
AKAP9	12476
AKIP1	1273
AKIRIN1	2688
AKIRIN2	1898
AKNA	7454
AKNAD1	3050
AKR1A1	1407
AKR1B1	1361
AKR1B10	1619
AKR1B15	1641
AKR1C1	6543
AKR1C2	3215
AKR1C3	1186
AKR1C4	1192
AKR1D1	2684
AKR1E2	1613
AKR7A2	1360
AKR7A3	1215
AKT1	2957
AKT1S1	1775
AKT2	5250
AKT3	14562
AKTIP	2384
ALAD	3129
ALAS1	2375
ALAS2	1940
ALB	2285
ALCAM	4701
ALDH16A1	3099
ALDH18A1	3352
ALDH1A1	2096
ALDH1A2	3386
ALDH1A3	3469
ALDH1B1	3028
ALDH1L1	3064
ALDH1L2	7428
ALDH2	9561
ALDH3A1	1639
ALDH3A2	3703
ALDH3B1	2811
ALDH3B2	2649
ALDH4A1	3139
ALDH5A1	5131
ALDH6A1	5462
ALDH7A1	4765
ALDH8A1	2534
ALDH9A1	2395
ALDOA	1640
ALDOB	2420
ALDOC	1608
ALG1	3900
ALG10	2913
ALG10B	10050
ALG11	6510
ALG12	5330
ALG13	4113
ALG14	9375
ALG1L2	969
ALG2	2808
ALG3	1552
ALG5	1219
ALG6	3325
ALG8	1637
ALG9	6158
ALK	6240
ALKAL1	1140
ALKAL2	1184
ALKBH1	2597
ALKBH2	1180
ALKBH3	1544
ALKBH4	2092
ALKBH5	3159
ALKBH6	951
ALKBH7	970
ALKBH8	4067
ALLC	1441
ALMS1	12844
ALOX12	2392
ALOX12B	2515
ALOX15	2697
ALOX15B	2697
ALOX5	5038
ALOX5AP	869
ALOXE3	3205
ALPG	2492
ALPI	3241
ALPK1	5399
ALPK2	7437
ALPK3	10238
ALPL	2536
ALPP	2754
ALS2	6675
ALS2CL	4913
ALX1	1332
ALX3	1955
ALX4	5727
ALYREF	1097
AMACR	4108
AMBN	2005
AMBP	1262
AMBRA1	5249
AMD1	3423
AMDHD1	2226
AMDHD2	3172
AMELX	793
AMELY	926
AMER1	8407
AMER2	10610
AMER3	6216
AMFR	3607
AMH	1809
AMHR2	2001
AMIGO1	5130
AMIGO2	3224
AMIGO3	2856
AMMECR1	5350
AMMECR1L	4692
AMN	1550
AMN1	1952
AMOT	7613
AMOTL1	8980
AMOTL2	4868
AMPD1	2335
AMPD2	4081
AMPD3	4189
AMPH	3224
AMT	1997
AMTN	1009
AMY1A	1785
AMY1B	1785
AMY1C	1785
AMY2A	1584
AMY2B	1584
AMZ1	8615
AMZ2	1932
ANAPC1	7762
ANAPC10	1444
ANAPC11	638
ANAPC13	1170
ANAPC15	801
ANAPC16	3231
ANAPC2	2655
ANAPC4	2635
ANAPC5	2574
ANAPC7	3023
ANG	748
ANGEL1	5287
ANGEL2	4690
ANGPT1	4230
ANGPT2	5268
ANGPT4	4692
ANGPTL1	3543
ANGPTL2	3443
ANGPTL3	2926
ANGPTL4	1872
ANGPTL5	2368
ANGPTL6	1785
ANGPTL7	2224
ANGPTL8	872
ANHX	2118
ANK1	8292
ANK2	14215
ANK3	17019
ANKAR	4521
ANKDD1A	3101
ANKDD1B	2575
ANKEF1	5429
ANKFN1	9314
ANKFY1	7506
ANKH	8207
ANKHD1	8195
ANKIB1	6340
ANKK1	2553
ANKLE1	2962
ANKLE2	4590
ANKMY1	3405
ANKMY2	2489
ANKRA2	2161
ANKRD1	1790
ANKRD10	2495
ANKRD11	9301
ANKRD12	11284
ANKRD13A	4241
ANKRD13B	3550
ANKRD13C	5658
ANKRD13D	2128
ANKRD16	2734
ANKRD17	10797
ANKRD18A	3971
ANKRD18B	4160
ANKRD2	1171
ANKRD20A1	3895
ANKRD22	3858
ANKRD23	2584
ANKRD24	3838
ANKRD26	6775
ANKRD27	4432
ANKRD28	7744
ANKRD29	3387
ANKRD30A	4664
ANKRD30B	5335
ANKRD30BL	1564
ANKRD31	6207
ANKRD33	1865
ANKRD33B	9586
ANKRD34A	3607
ANKRD34B	3730
ANKRD34C	5506
ANKRD35	3359
ANKRD36	6534
ANKRD36B	4453
ANKRD36C	7501
ANKRD37	784
ANKRD39	892
ANKRD40	4166
ANKRD40CL	832
ANKRD42	3310
ANKRD44	6087
ANKRD45	2660
ANKRD46	2649
ANKRD49	1908
ANKRD50	8798
ANKRD52	8681
ANKRD53	1808
ANKRD54	2087
ANKRD55	2471
ANKRD6	5368
ANKRD60	3407
ANKRD61	1423
ANKRD62	4754
ANKRD63	4693
ANKRD65	2024
ANKRD66	1330
ANKRD7	1313
ANKRD9	6705
ANKS1A	6350
ANKS1B	6322
ANKS3	2772
ANKS4B	8646
ANKS6	7190
ANKUB1	2207
ANKZF1	2540
ANLN	4731
ANO1	4777
ANO10	3155
ANO2	3683
ANO3	5937
ANO4	5336
ANO5	6742
ANO6	5998
ANO7	4560
ANO8	4178
ANO9	2867
ANOS1	6265
ANP32A	2440
ANP32B	1483
ANP32C	982
ANP32D	1064
ANP32E	3407
ANPEP	3662
ANTKMT	870
ANTXR1	5858
ANTXR2	8419
ANTXRL	2207
ANXA1	1401
ANXA10	1441
ANXA11	6734
ANXA13	1456
ANXA2	1554
ANXA2R	949
ANXA3	1432
ANXA4	2651
ANXA5	1638
ANXA6	2889
ANXA7	2443
ANXA8	2020
ANXA8L1	1908
ANXA9	1551
AOAH	2385
AOC1	2609
AOC2	2677
AOC3	4011
AOPEP	3130
AOX1	4928
AP1AR	5915
AP1B1	4165
AP1G1	6602
AP1G2	2598
AP1M1	12859
AP1M2	1748
AP1S1	1226
AP1S2	2128
AP1S3	3986
AP2A1	3357
AP2A2	13343
AP2B1	5700
AP2M1	1931
AP2S1	789
AP3B1	3980
AP3B2	3754
AP3D1	5065
AP3M1	4889
AP3M2	3494
AP3S1	1276
AP3S2	5543
AP4B1	3173
AP4E1	6743
AP4M1	3591
AP4S1	4060
AP5B1	6980
AP5M1	11675
AP5S1	5372
AP5Z1	5529
APAF1	7201
APBA1	11707
APBA2	11529
APBA3	2176
APBB1	2666
APBB1IP	2633
APBB2	8899
APBB3	2131
APC	10704
APC2	10179
APCDD1	3803
APCDD1L	3887
APCS	925
APEH	2879
APELA	2432
APEX1	1453
APEX2	3239
APH1A	1730
APH1B	4138
API5	3726
APIP	1246
APLF	3823
APLN	3224
APLNR	3660
APLP1	2370
APLP2	3697
APMAP	2202
APOA1	899
APOA2	474
APOA4	1471
APOA5	1881
APOB	14121
APOBEC1	894
APOBEC2	1633
APOBEC3A	1358
APOBEC3A_B	1103
APOBEC3B	1590
APOBEC3C	2644
APOBEC3D	2515
APOBEC3F	4496
APOBEC3G	1564
APOBEC3H	1029
APOBEC4	2782
APOBR	3792
APOC1	514
APOC2	660
APOC3	535
APOC4	616
APOD	862
APOE	1166
APOF	1750
APOH	1174
APOL1	2795
APOL2	2429
APOL3	2041
APOL4	3069
APOL5	2876
APOL6	10065
APOLD1	4594
APOM	5327
APOO	1122
APOOL	6480
APP	3583
APPBP2	6492
APPL1	6069
APPL2	3171
APRT	931
APTX	1977
AQP1	2754
AQP10	1814
AQP11	1835
AQP12A	1063
AQP12B	1099
AQP2	4180
AQP3	1825
AQP4	5158
AQP5	1449
AQP6	2544
AQP7	3064
AQP8	1325
AQP9	2849
AQR	9597
AR	10667
ARAF	2378
ARAP1	5156
ARAP2	7513
ARAP3	5258
ARC	2950
ARCN1	3994
AREG	1234
AREL1	5417
ARF1	1840
ARF3	4041
ARF4	1596
ARF5	1032
ARF6	3875
ARFGAP1	3250
ARFGAP2	2773
ARFGAP3	2728
ARFGEF1	7320
ARFGEF2	9031
ARFGEF3	14859
ARFIP1	3542
ARFIP2	1763
ARFRP1	2518
ARG1	1447
ARG2	1911
ARGFX	5047
ARGLU1	3363
ARHGAP1	3395
ARHGAP10	3270
ARHGAP11A	23504
ARHGAP11B	6260
ARHGAP12	5060
ARHGAP15	1670
ARHGAP17	3495
ARHGAP18	4414
ARHGAP19	5438
ARHGAP20	6109
ARHGAP21	7381
ARHGAP22	2729
ARHGAP23	11822
ARHGAP24	4621
ARHGAP25	2969
ARHGAP26	9226
ARHGAP27	13863
ARHGAP28	5858
ARHGAP29	8952
ARHGAP30	4342
ARHGAP31	9307
ARHGAP32	10280
ARHGAP33	4352
ARHGAP35	9290
ARHGAP36	2985
ARHGAP39	4830
ARHGAP4	3254
ARHGAP40	2964
ARHGAP42	8156
ARHGAP44	4270
ARHGAP45	4272
ARHGAP5	9589
ARHGAP6	5336
ARHGAP8	1615
ARHGAP9	2599
ARHGDIA	1837
ARHGDIB	1174
ARHGDIG	964
ARHGEF1	3229
ARHGEF10	11296
ARHGEF10L	4625
ARHGEF11	7261
ARHGEF12	10326
ARHGEF15	4196
ARHGEF16	2822
ARHGEF17	8163
ARHGEF18	6681
ARHGEF19	3322
ARHGEF2	4169
ARHGEF25	2554
ARHGEF26	10298
ARHGEF28	6233
ARHGEF3	3582
ARHGEF33	4494
ARHGEF35	5218
ARHGEF37	4943
ARHGEF38	5457
ARHGEF39	3678
ARHGEF4	6735
ARHGEF40	5893
ARHGEF5	10964
ARHGEF6	4860
ARHGEF7	5425
ARHGEF9	4702
ARID1A	8595
ARID1B	10310
ARID2	8598
ARID3A	5948
ARID3B	4228
ARID3C	1870
ARID4A	5864
ARID4B	6022
ARID5A	2181
ARID5B	7492
ARIH1	21679
ARIH2	4912
ARL1	3197
ARL10	10826
ARL11	3552
ARL13A	1130
ARL13B	3971
ARL14	1289
ARL14EP	2373
ARL14EPL	1044
ARL15	3328
ARL16	1087
ARL17A	10485
ARL17B	5240
ARL2	932
ARL2BP	1969
ARL3	3834
ARL4A	2889
ARL4C	3866
ARL4D	1578
ARL5A	5264
ARL5B	7170
ARL5C	941
ARL6	3988
ARL6IP1	2278
ARL6IP4	1023
ARL6IP5	2134
ARL6IP6	3242
ARL8A	1789
ARL8B	2933
ARL9	1447
ARMC1	3000
ARMC10	4216
ARMC12	1309
ARMC2	3734
ARMC3	3718
ARMC5	3108
ARMC6	2461
ARMC7	2151
ARMC8	4757
ARMC9	7879
ARMCX1	2125
ARMCX2	2819
ARMCX3	3348
ARMCX4	7729
ARMCX5	2772
ARMCX6	1840
ARMH1	1693
ARMH2	828
ARMH3	4099
ARMH4	6495
ARMS2	818
ARMT1	2397
ARNT	4710
ARNT2	6523
ARNTL	2787
ARNTL2	6902
ARPC1A	1582
ARPC1B	1511
ARPC2	1410
ARPC3	946
ARPC4	1433
ARPC5	7266
ARPC5L	2507
ARPIN	7587
ARPP19	5366
ARPP21	4158
ARR3	1310
ARRB1	7352
ARRB2	1778
ARRDC1	1556
ARRDC2	2501
ARRDC3	4239
ARRDC4	4062
ARRDC5	1667
ARSA	4294
ARSB	4852
ARSD	5145
ARSF	2165
ARSG	2554
ARSH	2482
ARSI	3113
ARSJ	4603
ARSK	3365
ARSL	2219
ART1	1315
ART3	1557
ART4	5160
ART5	1232
ARTN	1439
ARV1	1428
ARVCF	4056
ARX	2893
AS3MT	2450
ASAH1	2779
ASAH2	4955
ASAH2B	5145
ASAP1	6259
ASAP2	5665
ASAP3	8102
ASB1	6891
ASB10	1793
ASB11	2815
ASB12	1267
ASB13	2717
ASB14	3187
ASB15	4605
ASB16	2142
ASB17	1080
ASB18	2875
ASB2	5216
ASB3	2226
ASB4	3784
ASB5	3031
ASB6	4603
ASB7	4926
ASB8	2534
ASB9	1613
ASCC1	2479
ASCC2	2790
ASCC3	8111
ASCL1	2481
ASCL2	1485
ASCL3	627
ASCL4	1941
ASCL5	2036
ASDURF	643
ASF1A	2434
ASF1B	1689
ASGR1	1310
ASGR2	1448
ASH1L	12037
ASH2L	2918
ASIC1	3886
ASIC2	3750
ASIC3	2053
ASIC4	2589
ASIC5	3018
ASIP	653
ASL	2140
ASMT	2660
ASMTL	4130
ASNS	2385
ASNSD1	2411
ASPA	5422
ASPDH	1069
ASPG	4831
ASPH	5301
ASPHD1	1816
ASPHD2	3370
ASPM	10863
ASPN	2470
ASPRV1	1543
ASPSCR1	1764
ASRGL1	2270
ASS1	1532
ASTE1	2687
ASTL	2394
ASTN1	7138
ASTN2	6878
ASXL1	7052
ASXL2	12849
ASXL3	11760
ASZ1	1835
ATAD1	4990
ATAD2	5547
ATAD2B	8112
ATAD3A	2481
ATAD3B	4098
ATAD3C	3864
ATAD5	6873
ATAT1	12166
ATCAY	4971
ATE1	4895
ATF1	2412
ATF2	4164
ATF3	1940
ATF4	1419
ATF5	2007
ATF6	7470
ATF6B	10504
ATF7	6660
ATF7-NPFF	2221
ATF7IP	8823
ATF7IP2	3741
ATG10	3029
ATG101	1433
ATG12	4040
ATG13	4246
ATG14	4715
ATG16L1	6596
ATG16L2	2140
ATG2A	6318
ATG2B	13162
ATG3	1568
ATG4A	2205
ATG4B	2797
ATG4C	2944
ATG4D	1963
ATG5	3185
ATG7	5333
ATG9A	3770
ATG9B	3423
ATIC	1972
ATL1	2504
ATL2	3805
ATL3	6899
ATM	12915
ATMIN	4881
ATN1	4702
ATOH1	2212
ATOH7	1519
ATOH8	5658
ATOX1	471
ATP10A	5360
ATP10B	7565
ATP10D	6668
ATP11A	9086
ATP11B	7315
ATP11C	7019
ATP12A	4406
ATP13A1	3849
ATP13A2	3996
ATP13A3	7538
ATP13A4	7372
ATP13A5	3938
ATP1A1	3670
ATP1A2	5435
ATP1A3	3551
ATP1A4	3809
ATP1B1	2216
ATP1B2	3341
ATP1B3	1847
ATP1B4	4757
ATP23	6268
ATP2A1	3493
ATP2A2	8295
ATP2A3	4695
ATP2B1	7062
ATP2B2	8964
ATP2B3	6774
ATP2B4	8697
ATP2C1	4994
ATP2C2	3374
ATP4A	3721
ATP4B	1500
ATP5F1A	5761
ATP5F1B	1759
ATP5F1C	1101
ATP5F1D	995
ATP5F1E	3610
ATP5IF1	1006
ATP5MC1	646
ATP5MC2	632
ATP5MC3	2587
ATP5ME	303
ATP5MF	443
ATP5MG	1121
ATP5MGL	799
ATP5MJ	615
ATP5MK	660
ATP5PB	2628
ATP5PD	609
ATP5PF	526
ATP5PO	756
ATP6AP1	2054
ATP6AP2	2242
ATP6V0A1	4106
ATP6V0A2	6507
ATP6V0A4	3136
ATP6V0B	987
ATP6V0C	1093
ATP6V0D1	1636
ATP6V0D2	2370
ATP6V0E1	1419
ATP6V0E2	1723
ATP6V1A	4575
ATP6V1B1	1907
ATP6V1B2	2856
ATP6V1C1	5635
ATP6V1C2	3259
ATP6V1D	1599
ATP6V1E1	1333
ATP6V1E2	1599
ATP6V1F	678
ATP6V1FNB	3883
ATP6V1G1	1563
ATP6V1G2	9590
ATP6V1G3	1112
ATP6V1H	2120
ATP7A	8492
ATP7B	6598
ATP8A1	8270
ATP8A2	10221
ATP8B1	6161
ATP8B2	5974
ATP8B3	5095
ATP8B4	5688
ATP9A	7862
ATP9B	4361
ATPAF1	4068
ATPAF2	1553
ATPSCKMT	2651
ATR	8158
ATRAID	1227
ATRIP	4576
ATRN	8651
ATRNL1	8746
ATRX	11165
ATXN1	10557
ATXN10	3294
ATXN1L	7896
ATXN2	4347
ATXN2L	4456
ATXN3	6884
ATXN3L	1407
ATXN7	7076
ATXN7L1	5707
ATXN7L2	2448
ATXN7L3	3951
ATXN7L3B	7596
AUH	1574
AUNIP	2161
AUP1	1458
AURKA	2033
AURKAIP1	753
AURKB	1243
AURKC	1287
AUTS2	7469
AVEN	1633
AVIL	3087
AVL9	6987
AVP	619
AVPI1	1375
AVPR1A	6222
AVPR1B	5026
AVPR2	1825
AWAT1	1397
AWAT2	2124
AXDND1	3391
AXIN1	3707
AXIN2	4260
AXL	4717
AZGP1	1181
AZI2	4403
AZIN1	4196
AZIN2	5240
AZU1	1814
B2M	1886
B3GALNT1	3295
B3GALNT2	9438
B3GALT1	5850
B3GALT2	3548
B3GALT4	8515
B3GALT5	13097
B3GALT6	2805
B3GALT9	3856
B3GAT1	3976
B3GAT2	6587
B3GAT3	1452
B3GLCT	4215
B3GNT2	2761
B3GNT3	2692
B3GNT4	2891
B3GNT5	4108
B3GNT6	2503
B3GNT7	3539
B3GNT8	1543
B3GNT9	2702
B3GNTL1	5970
B4GALNT1	5368
B4GALNT2	8657
B4GALNT3	5493
B4GALNT4	3750
B4GALT1	4176
B4GALT2	2193
B4GALT3	1933
B4GALT4	2234
B4GALT5	4722
B4GALT6	4672
B4GALT7	1698
B4GAT1	2007
B9D1	913
B9D2	1007
BAALC	2817
BAAT	6818
BABAM1	1377
BABAM2	1678
BACE1	5835
BACE2	8567
BACH1	5618
BACH2	15787
BAD	929
BAG1	3820
BAG2	6651
BAG3	2561
BAG4	4197
BAG5	4684
BAG6	26913
BAGE5	1840
BAHCC1	10726
BAHD1	4779
BAIAP2	3304
BAIAP2L1	3645
BAIAP2L2	2149
BAIAP3	4531
BAK1	2170
BAMBI	1691
BANF1	731
BANF2	589
BANK1	3322
BANP	2398
BAP1	3600
BARD1	5478
BARHL1	1906
BARHL2	2044
BARX1	1511
BARX2	1905
BASP1	1807
BATF	913
BATF2	2066
BATF3	836
BAX	795
BAZ1A	5729
BAZ1B	6115
BAZ2A	8938
BAZ2B	8145
BBC3	1846
BBIP1	2025
BBLN	704
BBOF1	3113
BBOX1	2035
BBS1	3368
BBS10	3568
BBS12	3238
BBS2	2704
BBS4	2467
BBS5	3159
BBS7	3840
BBS9	3996
BBX	9009
BCAM	2409
BCAN	3297
BCAP29	5822
BCAP31	1284
BCAR1	8022
BCAR3	3229
BCAS1	3438
BCAS2	1275
BCAS3	3517
BCAS4	1114
BCAT1	9314
BCAT2	1563
BCCIP	1234
BCDIN3D	3226
BCHE	2405
BCKDHA	1742
BCKDHB	3668
BCKDK	2036
BCL10	2833
BCL11A	6102
BCL11B	8528
BCL2	6881
BCL2A1	780
BCL2L1	2574
BCL2L10	1249
BCL2L11	5098
BCL2L12	1064
BCL2L13	4959
BCL2L14	3794
BCL2L15	5005
BCL2L2	3526
BCL2L2-PABPN1	2154
BCL3	1877
BCL6	3306
BCL6B	3527
BCL7A	6677
BCL7B	1663
BCL7C	857
BCL9	6189
BCL9L	7598
BCLAF1	7494
BCLAF3	6682
BCO1	2429
BCO2	2902
BCOR	6910
BCORL1	7465
BCR	6783
BCS1L	1427
BDH1	7054
BDH2	2920
BDKRB1	1301
BDKRB2	3996
BDNF	3985
BDP1	33111
BEAN1	2907
BECN1	2109
BECN2	1296
BEGAIN	2788
BEND2	4614
BEND3	6446
BEND4	8627
BEND5	1693
BEND6	2568
BEND7	2378
BEST1	2210
BEST2	2011
BEST3	3419
BEST4	2512
BET1	1481
BET1L	2792
BEX1	795
BEX2	843
BEX3	810
BEX4	1312
BEX5	777
BFAR	5806
BFSP1	2217
BFSP2	1512
BGLAP	506
BGN	2353
BHLHA15	3262
BHLHA9	1372
BHLHB9	5155
BHLHE22	3263
BHLHE23	1038
BHLHE40	3152
BHLHE41	3743
BHMT	2470
BHMT2	2603
